marka,model,motor_donanim,kasa_tipi,yakit_tipi,sanziman,kullanim_amaci,fiyat_tl,donanim_skor,guvenlik_skor,performans_skor,konfor_skor,ikinci_el_skor,tuketim_kwh,ev_sarj_tl,yillik_mtv,yillik_sigorta,yillik_bakim,ortalama_tuketim,beygir_gucu,tork_nm,hizlanma_0_100s,elektrikli_menzil_km,gövde_uzunlugu_mm,bagaj_hacmi_lt,marka_sitesi
Renault,Megane Sedan,1.3 TCe Touch,Sedan,Benzin,Otomatik,Aile/Filo,1750000,4.0,4.5,3.8,4.2,4.8,0,0,7500,10000,8000,6.5,140,240,9.0,0,4632,550,https://www.renault.com.tr
Renault,Megane Sedan,1.3 TCe Icon,Sedan,Benzin,Otomatik,Makam/Konfor,1950000,4.5,4.8,3.8,4.5,4.8,0,0,7500,11000,8500,6.5,140,240,9.0,0,4632,550,https://www.renault.com.tr
Renault,Austral,1.3 Mild Hybrid Techno,SUV,Hibrit,Otomatik,Aile/Teknoloji,2100000,4.5,4.8,3.8,4.5,4.2,0,0,8500,12000,8500,6.2,160,270,9.7,0,4510,500,https://www.renault.com.tr
Renault,Austral,Full Hybrid Esprit Alpine,SUV,Hibrit,Otomatik,Aile/Premium,2650000,4.8,5.0,4.2,4.8,4.2,0,0,9500,14000,9000,4.6,200,410,8.4,0,4510,500,https://www.renault.com.tr
Renault,Captur,1.3 TCe Touch,SUV,Benzin,Otomatik,Şehir/Tarz,1550000,4.0,4.2,3.5,4.0,4.2,0,0,6500,9000,7000,6.5,140,260,9.6,0,4227,422,https://www.renault.com.tr
Renault,Captur,1.3 TCe Icon,SUV,Benzin,Otomatik,Şehir/Lüks,1720000,4.2,4.5,3.5,4.2,4.2,0,0,6500,9500,7500,6.5,140,260,9.6,0,4227,422,https://www.renault.com.tr
Hyundai,i10,1.2 MPI Jump,Hatchback,Benzin,Otomatik,Şehir/Mini,1080000,2.8,3.0,2.0,2.5,4.5,0,0,4500,6500,5000,5.5,84,118,12.6,0,3670,252,https://www.hyundai.com.tr
Hyundai,i10,1.2 MPI Elite,Hatchback,Benzin,Otomatik,Şehir/Konfor,1180000,3.2,3.0,2.0,3.0,4.5,0,0,4500,7000,5000,5.5,84,118,12.6,0,3670,252,https://www.hyundai.com.tr
Hyundai,i20,1.4 MPI Jump,Hatchback,Benzin,Otomatik,Şehir/Ekonomik,1250000,3.5,3.8,2.8,3.2,4.8,0,0,5500,8000,6000,6.3,100,134,11.6,0,4040,352,https://www.hyundai.com.tr
Hyundai,i20,1.4 MPI Style,Hatchback,Benzin,Otomatik,Şehir/Genç,1350000,3.8,3.8,2.8,3.5,4.8,0,0,5500,8500,6000,6.3,100,134,11.6,0,4040,352,https://www.hyundai.com.tr
Hyundai,i20,1.4 MPI Elite,Hatchback,Benzin,Otomatik,Şehir/Lüks,1450000,4.2,4.0,2.8,3.8,4.8,0,0,5500,9000,6500,6.3,100,134,11.6,0,4040,352,https://www.hyundai.com.tr
Hyundai,Bayon,1.4 Jump,SUV,Benzin,Otomatik,Şehir/Crossover,1380000,3.5,3.8,3.0,3.2,4.2,0,0,6000,8200,6500,6.6,100,134,12.0,0,4180,411,https://www.hyundai.com.tr
Hyundai,Bayon,1.4 Elite,SUV,Benzin,Otomatik,Şehir/Genç,1550000,4.0,4.0,3.0,3.8,4.2,0,0,6000,9000,6500,6.6,100,134,12.0,0,4180,411,https://www.hyundai.com.tr
Hyundai,Tucson,1.6 T-GDI Comfort,SUV,Benzin,Otomatik,Aile/Giriş,2150000,4.2,4.8,4.0,4.2,4.5,0,0,9000,13000,9000,7.5,180,265,8.8,0,4500,620,https://www.hyundai.com.tr
Hyundai,Tucson,1.6 T-GDI Elite Plus,SUV,Benzin,Otomatik,Aile/Premium,2550000,4.8,5.0,4.2,4.8,4.5,0,0,9000,15000,9500,7.5,180,265,8.8,0,4500,620,https://www.hyundai.com.tr
Hyundai,Ioniq 5,Advance,SUV,Elektrikli,Otomatik,Teknoloji/Ekonomik,2450000,4.8,5.0,4.5,4.8,4.0,16.0,4.0,12000,14000,3500,0,170,350,8.5,384,4635,527,https://www.hyundai.com.tr
Hyundai,Ioniq 5,Progressive 4x4,SUV,Elektrikli,Otomatik,Performans/Lüks,3400000,5.0,5.0,5.0,5.0,4.0,18.0,4.5,12000,18000,4000,0,325,605,5.1,450,4635,527,https://www.hyundai.com.tr
Kia,Picanto,1.0 DPI Cool,Hatchback,Benzin,Otomatik,Şehir/Mini,1050000,3.0,3.0,2.0,2.8,4.0,0,0,3000,5000,3500,5.5,67,96,14.0,0,3595,255,https://www.kia.com/tr/
Kia,Picanto,1.2 DPI Feel,Hatchback,Benzin,Otomatik,Şehir/Konfor,1150000,3.2,3.2,2.5,3.0,4.0,0,0,3500,5500,4000,5.6,84,118,12.5,0,3595,255,https://www.kia.com/tr/
Kia,Stonic,1.4 Cool,SUV,Benzin,Otomatik,Şehir/Ekonomik,1320000,3.5,3.8,3.0,3.5,4.0,0,0,6000,8000,6000,6.5,100,133,12.5,0,4140,352,https://www.kia.com/tr/
Kia,Stonic,1.4 Business,SUV,Benzin,Otomatik,Şehir/İş,1400000,3.8,3.8,3.0,3.5,4.0,0,0,6000,8500,6000,6.5,100,133,12.5,0,4140,352,https://www.kia.com/tr/
Kia,Stonic,1.4 Elegance,SUV,Benzin,Otomatik,Şehir/Konfor,1500000,4.0,4.0,3.0,3.8,4.0,0,0,6000,9000,6500,6.5,100,133,12.5,0,4140,352,https://www.kia.com/tr/
Kia,Sportage,1.6 T-GDI Cool,SUV,Benzin,Otomatik,Aile/Giriş,2100000,4.2,4.8,4.0,4.2,4.2,0,0,8500,13000,8000,7.5,150,250,9.6,0,4515,591,https://www.kia.com/tr/
Kia,Sportage,1.6 T-GDI Elegance Konfor,SUV,Benzin,Otomatik,Aile/Konfor,2350000,4.5,4.8,4.0,4.5,4.2,0,0,8500,14000,8500,7.5,150,250,9.6,0,4515,591,https://www.kia.com/tr/
Kia,Sportage,1.6 T-GDI Prestige,SUV,Benzin,Otomatik,Aile/Lüks,2600000,4.8,5.0,4.0,4.8,4.2,0,0,8500,15000,9000,7.5,150,250,9.6,0,4515,591,https://www.kia.com/tr/
Kia,Niro EV,Prestige,SUV,Elektrikli,Otomatik,Aile/Elektrikli,2250000,4.8,5.0,4.0,4.5,4.0,16.2,4.0,8000,12000,3500,0,204,255,7.8,460,4420,475,https://www.kia.com/tr/
Toyota,Corolla,1.5 Vision Plus,Sedan,Benzin,Otomatik,Aile/Giriş,1520000,3.5,4.0,3.2,3.8,5.0,0,0,7000,9000,6500,6.0,125,153,11.5,0,4630,471,https://www.toyota.com.tr
Toyota,Corolla,1.5 Dream,Sedan,Benzin,Otomatik,Aile/Orta,1650000,3.8,4.2,3.2,4.0,5.0,0,0,7000,9500,7000,6.0,125,153,11.5,0,4630,471,https://www.toyota.com.tr
Toyota,Corolla,1.5 Dream X-Pack,Sedan,Benzin,Otomatik,Aile/Konfor,1720000,4.0,4.5,3.2,4.2,5.0,0,0,7000,10000,7500,6.0,125,153,11.5,0,4630,471,https://www.toyota.com.tr
Toyota,Corolla,1.5 Flame X-Pack,Sedan,Benzin,Otomatik,Aile/Lüks,1850000,4.2,4.5,3.2,4.5,5.0,0,0,7000,10500,7500,6.0,125,153,11.5,0,4630,471,https://www.toyota.com.tr
Toyota,Corolla,1.5 Passion X-Pack,Sedan,Benzin,Otomatik,Aile/Full,2050000,4.8,4.8,3.2,4.8,5.0,0,0,7000,11500,8000,6.0,125,153,11.5,0,4630,471,https://www.toyota.com.tr
Toyota,Corolla Cross,1.8 Hybrid Flame,SUV,Hibrit,Otomatik,Aile/Hibrit,2200000,4.2,4.8,3.5,4.5,4.8,0,0,9000,13000,8500,5.0,140,185,9.8,0,4460,425,https://www.toyota.com.tr
Toyota,Corolla Cross,1.8 Hybrid Flame X-Pack,SUV,Hibrit,Otomatik,Aile/Hibrit Lüks,2350000,4.5,4.8,3.5,4.8,4.8,0,0,9000,14000,9000,5.0,140,185,9.8,0,4460,425,https://www.toyota.com.tr
Toyota,Corolla Cross,1.8 Hybrid Passion X-Pack,SUV,Hibrit,Otomatik,Aile/Hibrit Full,2650000,4.8,5.0,3.5,5.0,4.8,0,0,9000,15000,9500,5.0,140,185,9.8,0,4460,425,https://www.toyota.com.tr
Toyota,C-HR,1.8 Hybrid Flame,SUV,Hibrit,Otomatik,Şehir/Stil,2300000,4.2,4.8,3.5,4.0,4.5,0,0,9500,13500,9000,4.8,140,185,9.9,0,4360,388,https://www.toyota.com.tr
Toyota,C-HR,1.8 Hybrid Passion,SUV,Hibrit,Otomatik,Şehir/Lüks,2550000,4.5,4.8,3.5,4.2,4.5,0,0,9500,14500,9500,4.8,140,185,9.9,0,4360,388,https://www.toyota.com.tr
Toyota,Yaris Cross,1.5 Hybrid Dream,SUV,Hibrit,Otomatik,Şehir/Pratik,1750000,4.0,4.5,3.2,4.0,4.5,0,0,6000,10000,6500,4.6,116,120,11.2,0,4180,397,https://www.toyota.com.tr
Toyota,Yaris Cross,1.5 Hybrid Flame X-Pack,SUV,Hibrit,Otomatik,Şehir/Donanım,1950000,4.2,4.5,3.2,4.2,4.5,0,0,6000,11000,7000,4.6,116,120,11.2,0,4180,397,https://www.toyota.com.tr
Chery,Omoda 5,Comfort,SUV,Benzin,Otomatik,Genç/Giriş,1650000,4.2,4.2,4.0,3.8,4.0,0,0,8000,10000,7000,8.9,183,275,8.6,0,4400,378,https://www.chery.com.tr
Chery,Omoda 5,Luxury,SUV,Benzin,Otomatik,Genç/Orta,1780000,4.5,4.2,4.0,4.0,4.0,0,0,8000,11000,7500,8.9,183,275,8.6,0,4400,378,https://www.chery.com.tr
Chery,Omoda 5,Excellent,SUV,Benzin,Otomatik,Genç/Full,1900000,4.8,4.5,4.0,4.2,4.0,0,0,8000,12000,8000,8.9,183,275,8.6,0,4400,378,https://www.chery.com.tr
Chery,Tiggo 7 Pro,Comfort,SUV,Benzin,Otomatik,Aile/Giriş,1750000,4.2,4.5,3.8,4.0,4.0,0,0,8500,11000,7500,9.2,183,275,9.0,0,4500,475,https://www.chery.com.tr
Chery,Tiggo 7 Pro,Luxury,SUV,Benzin,Otomatik,Aile/Orta,1880000,4.5,4.5,3.8,4.2,4.0,0,0,8500,12000,8000,9.2,183,275,9.0,0,4500,475,https://www.chery.com.tr
Chery,Tiggo 7 Pro,Excellent,SUV,Benzin,Otomatik,Aile/Full,2000000,4.8,4.8,3.8,4.5,4.0,0,0,8500,13000,8500,9.2,183,275,9.0,0,4500,475,https://www.chery.com.tr
Chery,Tiggo 8 Pro,Luxury,SUV,Benzin,Otomatik,Büyük Aile/Giriş,2250000,4.5,4.8,4.0,4.5,4.0,0,0,10000,14000,9000,9.5,183,290,8.9,0,4722,892,https://www.chery.com.tr
Chery,Tiggo 8 Pro,Excellent,SUV,Benzin,Otomatik,Büyük Aile/Orta,2400000,4.8,4.8,4.0,4.8,4.0,0,0,10000,15000,9500,9.5,183,290,8.9,0,4722,892,https://www.chery.com.tr
Chery,Tiggo 8 Pro,Avantgarde,SUV,Benzin,Otomatik,Büyük Aile/Lüks,2650000,5.0,5.0,4.0,5.0,4.0,0,0,10000,16000,10000,9.5,183,290,8.9,0,4722,892,https://www.chery.com.tr
Peugeot,208,1.2 PureTech Active Prime,Hatchback,Benzin,Otomatik,Şehir/Genç,1450000,4.0,4.0,3.5,3.8,4.2,0,0,6000,9000,6500,5.4,100,205,10.8,0,4055,311,https://www.peugeot.com.tr
Peugeot,208,1.2 PureTech Allure,Hatchback,Benzin,Otomatik,Şehir/Stil,1580000,4.2,4.0,3.5,4.0,4.2,0,0,6000,9500,7000,5.4,130,230,8.7,0,4055,311,https://www.peugeot.com.tr
Peugeot,208,1.2 PureTech GT,Hatchback,Benzin,Otomatik,Şehir/Spor,1750000,4.5,4.2,3.8,4.0,4.2,0,0,6000,10000,7500,5.4,130,230,8.7,0,4055,311,https://www.peugeot.com.tr
Peugeot,2008,1.2 PureTech Active Prime,SUV,Benzin,Otomatik,Genç/Giriş,1750000,4.2,4.0,3.8,3.8,4.2,0,0,8000,11000,7500,6.0,130,230,9.3,0,4300,434,https://www.peugeot.com.tr
Peugeot,2008,1.2 PureTech Allure,SUV,Benzin,Otomatik,Genç/Orta,1920000,4.5,4.2,3.8,4.0,4.2,0,0,8000,12000,8000,6.0,130,230,9.3,0,4300,434,https://www.peugeot.com.tr
Peugeot,2008,1.2 PureTech GT,SUV,Benzin,Otomatik,Genç/Spor,2150000,4.8,4.5,3.8,4.2,4.2,0,0,8000,13000,8500,6.0,130,230,9.3,0,4300,434,https://www.peugeot.com.tr
Peugeot,3008,1.2 Mild Hybrid Allure,SUV,Hibrit,Otomatik,Aile/Verim,2450000,4.8,4.5,3.8,4.5,4.2,0,0,9000,14000,9000,5.7,136,230,10.0,0,4447,520,https://www.peugeot.com.tr
Peugeot,3008,1.5 BlueHDi Active Prime,SUV,Dizel,Otomatik,Aile/Giriş,2350000,4.5,4.5,3.5,4.2,4.2,0,0,11000,14000,9000,5.4,130,300,11.5,0,4447,520,https://www.peugeot.com.tr
Peugeot,3008,1.5 BlueHDi Allure,SUV,Dizel,Otomatik,Aile/Konfor,2580000,4.8,4.5,3.8,4.5,4.2,0,0,11000,15000,9500,5.4,130,300,11.5,0,4447,520,https://www.peugeot.com.tr
Peugeot,3008,1.5 BlueHDi GT,SUV,Dizel,Otomatik,Aile/Lüks,2850000,5.0,4.8,3.8,4.8,4.2,0,0,11000,16500,10000,5.4,130,300,11.5,0,4447,520,https://www.peugeot.com.tr
Peugeot,408,1.2 PureTech Allure,Sedan,Benzin,Otomatik,Tasarım/Giriş,2350000,4.8,4.5,4.0,4.2,4.2,0,0,12000,15000,9500,6.0,130,230,10.4,0,4687,536,https://www.peugeot.com.tr
Peugeot,408,1.2 PureTech GT,Sedan,Benzin,Otomatik,Tasarım/Lüks,2750000,5.0,4.5,4.0,4.5,4.2,0,0,12000,17000,10500,6.0,130,230,10.4,0,4687,536,https://www.peugeot.com.tr
Opel,Corsa,1.2 Edition,Hatchback,Benzin,Manuel,Şehir/Giriş,1150000,3.0,3.5,3.0,3.2,4.2,0,0,4500,7500,5000,5.4,75,118,13.2,0,4060,309,https://www.opel.com.tr
Opel,Corsa,1.2 Edition,Hatchback,Benzin,Otomatik,Şehir/Orta,1320000,3.5,3.8,3.2,3.5,4.2,0,0,4500,8500,5500,5.8,100,205,10.8,0,4060,309,https://www.opel.com.tr
Opel,Corsa,1.2 GS,Hatchback,Benzin,Otomatik,Şehir/Spor,1450000,4.0,4.0,3.5,3.8,4.2,0,0,4500,9000,6000,5.4,130,230,8.7,0,4060,309,https://www.opel.com.tr
Opel,Corsa,1.2 Ultimate,Hatchback,Benzin,Otomatik,Şehir/Lüks,1580000,4.5,4.2,3.5,4.0,4.2,0,0,4500,9500,6500,5.4,130,230,8.7,0,4060,309,https://www.opel.com.tr
Opel,Astra,1.2 Edition,Hatchback,Benzin,Otomatik,Genç/Giriş,1750000,4.0,4.5,3.5,4.0,4.0,0,0,8500,11000,8000,6.0,130,230,9.7,0,4374,422,https://www.opel.com.tr
Opel,Astra,1.2 GS,Hatchback,Benzin,Otomatik,Genç/Spor,2050000,4.5,4.5,3.8,4.2,4.0,0,0,8500,12500,9000,6.0,130,230,9.7,0,4374,422,https://www.opel.com.tr
Opel,Astra,1.2 Ultimate,Hatchback,Benzin,Otomatik,Genç/Lüks,2250000,4.8,4.8,3.8,4.5,4.0,0,0,8500,13500,9500,6.0,130,230,9.7,0,4374,422,https://www.opel.com.tr
Opel,Mokka,1.2 Elegance,SUV,Benzin,Otomatik,Tarz/Orta,1750000,4.0,4.2,3.5,3.8,4.0,0,0,8000,11000,7500,6.0,130,230,9.2,0,4151,350,https://www.opel.com.tr
Opel,Mokka,1.2 GS,SUV,Benzin,Otomatik,Tarz/Spor,1880000,4.2,4.2,3.8,4.0,4.0,0,0,8000,12000,8000,6.0,130,230,9.2,0,4151,350,https://www.opel.com.tr
Opel,Mokka,1.2 Ultimate,SUV,Benzin,Otomatik,Tarz/Lüks,2050000,4.5,4.5,3.8,4.2,4.0,0,0,8000,13000,8500,6.0,130,230,9.2,0,4151,350,https://www.opel.com.tr
Volkswagen,Polo,1.0 TSI Life,Hatchback,Benzin,Manuel,Şehir/Giriş,1350000,3.5,4.0,3.0,3.5,4.5,0,0,5000,8500,6000,5.4,95,175,10.8,0,4074,351,https://www.vw.com.tr
Volkswagen,Polo,1.0 TSI Life DSG,Hatchback,Benzin,Otomatik,Şehir/Konfor,1550000,3.8,4.0,3.0,3.8,4.5,0,0,5000,9500,6500,5.6,95,175,11.3,0,4074,351,https://www.vw.com.tr
Volkswagen,Polo,1.0 TSI Style DSG,Hatchback,Benzin,Otomatik,Şehir/Lüks,1750000,4.2,4.2,3.0,4.0,4.5,0,0,5000,10500,7000,5.6,95,175,11.3,0,4074,351,https://www.vw.com.tr
Volkswagen,Golf,1.0 TSI Impression,Hatchback,Benzin,Manuel,Şehir/Baz,1700000,3.5,4.0,3.0,4.0,4.8,0,0,9000,11000,7500,5.4,110,200,10.2,0,4284,380,https://www.vw.com.tr
Volkswagen,Golf,1.0 eTSI Life,Hatchback,Hibrit,Otomatik,Şehir/Orta,2150000,4.2,4.5,3.5,4.2,4.8,0,0,9000,13000,8500,5.5,110,200,10.2,0,4284,380,https://www.vw.com.tr
Volkswagen,Golf,1.0 eTSI Style,Hatchback,Hibrit,Otomatik,Şehir/Lüks,2450000,4.5,4.8,3.5,4.5,4.8,0,0,9000,14500,9000,5.5,110,200,10.2,0,4284,380,https://www.vw.com.tr
Volkswagen,Golf,1.0 eTSI R-Line,Hatchback,Hibrit,Otomatik,Şehir/Spor,2550000,4.5,4.8,3.5,4.5,4.8,0,0,9000,15000,9500,5.5,110,200,10.2,0,4284,380,https://www.vw.com.tr
Volkswagen,T-Roc,1.5 TSI Life,SUV,Benzin,Otomatik,Şehir/Orta,2350000,4.2,4.8,4.0,4.2,4.8,0,0,10000,14000,9500,6.5,150,250,8.6,0,4236,445,https://www.vw.com.tr
Volkswagen,T-Roc,1.5 TSI Style,SUV,Benzin,Otomatik,Şehir/Lüks,2550000,4.5,4.8,4.0,4.5,4.8,0,0,10000,15500,10000,6.5,150,250,8.6,0,4236,445,https://www.vw.com.tr
Volkswagen,T-Roc,1.5 TSI R-Line,SUV,Benzin,Otomatik,Şehir/Spor,2750000,4.8,4.8,4.0,4.5,4.8,0,0,10000,16500,10500,6.5,150,250,8.6,0,4236,445,https://www.vw.com.tr
Volkswagen,Tiguan,1.5 TSI Life,SUV,Benzin,Otomatik,Aile/Orta,2850000,4.5,4.8,4.0,4.5,4.5,0,0,13000,17500,11000,6.8,150,250,9.2,0,4509,615,https://www.vw.com.tr
Volkswagen,Tiguan,1.5 TSI Elegance,SUV,Benzin,Otomatik,Aile/Lüks,3350000,4.8,5.0,4.0,4.8,4.5,0,0,13000,19500,12000,6.8,150,250,9.2,0,4509,615,https://www.vw.com.tr
Volkswagen,Tiguan,1.5 TSI R-Line,SUV,Benzin,Otomatik,Aile/Spor,3550000,4.8,5.0,4.0,4.8,4.5,0,0,13000,21000,12500,6.8,150,250,9.2,0,4509,615,https://www.vw.com.tr
Skoda,Fabia,1.0 TSI Elite,Hatchback,Benzin,Otomatik,Şehir/Giriş,1350000,3.5,3.8,2.8,3.5,4.2,0,0,4500,8000,5500,5.5,110,200,9.9,0,4108,380,https://www.skoda.com.tr
Skoda,Fabia,1.0 TSI Premium,Hatchback,Benzin,Otomatik,Şehir/Konfor,1500000,4.0,4.0,2.8,3.8,4.2,0,0,4500,9000,6000,5.5,110,200,9.9,0,4108,380,https://www.skoda.com.tr
Skoda,Scala,1.0 TSI Elite,Hatchback,Benzin,Otomatik,Şehir/Geniş,1550000,3.8,4.0,3.0,3.8,4.0,0,0,5000,9500,6500,5.8,110,200,10.1,0,4362,467,https://www.skoda.com.tr
Skoda,Scala,1.0 TSI Premium,Hatchback,Benzin,Otomatik,Şehir/Lüks,1700000,4.2,4.2,3.0,4.0,4.0,0,0,5000,10500,7000,5.8,110,200,10.1,0,4362,467,https://www.skoda.com.tr
Skoda,Kamiq,1.0 TSI Elite,SUV,Benzin,Otomatik,Şehir/Giriş,1620000,3.8,4.0,3.2,4.0,4.2,0,0,5500,10000,7000,6.0,110,200,10.2,0,4241,400,https://www.skoda.com.tr
Skoda,Kamiq,1.0 TSI Premium,SUV,Benzin,Otomatik,Şehir/Orta,1780000,4.2,4.2,3.2,4.2,4.2,0,0,5500,11000,7500,6.0,110,200,10.2,0,4241,400,https://www.skoda.com.tr
Skoda,Kamiq,1.5 TSI Premium,SUV,Benzin,Otomatik,Şehir/Güçlü,1950000,4.5,4.5,4.0,4.2,4.2,0,0,7000,12000,8000,6.1,150,250,8.3,0,4241,400,https://www.skoda.com.tr
Skoda,Octavia,1.0 e-Tec Elite,Sedan,Hibrit,Otomatik,Aile/Giriş,1950000,4.0,4.5,3.2,4.2,4.5,0,0,9000,12000,8000,5.2,110,200,10.5,0,4689,600,https://www.skoda.com.tr
Skoda,Octavia,1.5 e-Tec Premium,Sedan,Hibrit,Otomatik,Aile/Orta,2200000,4.2,4.5,3.8,4.5,4.5,0,0,9000,13500,9000,5.5,150,250,8.5,0,4689,600,https://www.skoda.com.tr
Skoda,Octavia,1.5 e-Tec Prestige,Sedan,Hibrit,Otomatik,Aile/Lüks,2550000,4.5,4.8,3.8,4.8,4.5,0,0,9000,15500,10000,5.5,150,250,8.5,0,4689,600,https://www.skoda.com.tr
Skoda,Superb,1.5 TSI Elite,Sedan,Benzin,Otomatik,Makam/Giriş,2450000,4.2,4.8,4.0,4.8,4.5,0,0,12000,16000,10000,6.0,150,250,9.0,0,4869,625,https://www.skoda.com.tr
Skoda,Superb,1.5 TSI Premium,Sedan,Benzin,Otomatik,Makam/Orta,2750000,4.5,4.8,4.0,5.0,4.5,0,0,12000,17500,11000,6.0,150,250,9.0,0,4869,625,https://www.skoda.com.tr
Skoda,Superb,1.5 TSI Prestige,Sedan,Benzin,Otomatik,Makam/Lüks,3150000,4.8,5.0,4.0,5.0,4.5,0,0,12000,19500,12000,6.0,150,250,9.0,0,4869,625,https://www.skoda.com.tr
Skoda,Kodiaq,1.5 TSI Elite,SUV,Benzin,Otomatik,Büyük Aile/Giriş,2650000,4.2,4.8,4.0,4.5,4.5,0,0,14000,17000,11000,6.8,150,250,9.6,0,4697,835,https://www.skoda.com.tr
Skoda,Kodiaq,1.5 TSI Premium,SUV,Benzin,Otomatik,Büyük Aile/Orta,2950000,4.5,4.8,4.0,4.8,4.5,0,0,14000,19000,12000,6.8,150,250,9.6,0,4697,835,https://www.skoda.com.tr
Skoda,Kodiaq,1.5 TSI Prestige,SUV,Benzin,Otomatik,Büyük Aile/Lüks,3350000,4.8,5.0,4.0,5.0,4.5,0,0,14000,21000,13000,6.8,150,250,9.6,0,4697,835,https://www.skoda.com.tr
Nissan,Juke,1.0 DIG-T Tekna,SUV,Benzin,Otomatik,Şehir/Giriş,1450000,3.8,4.2,3.0,3.8,4.0,0,0,5000,9000,6500,6.2,115,200,11.8,0,4210,422,https://www.nissan.com.tr
Nissan,Juke,1.0 DIG-T Platinum,SUV,Benzin,Otomatik,Şehir/Lüks,1650000,4.2,4.5,3.0,4.0,4.0,0,0,5000,10000,7500,6.2,115,200,11.8,0,4210,422,https://www.nissan.com.tr
Nissan,Qashqai,1.3 DIG-T Tekna,SUV,Benzin,Otomatik,Aile/Giriş,2050000,4.0,4.8,3.8,4.2,4.5,0,0,9500,13000,9000,6.5,158,270,9.5,0,4425,504,https://www.nissan.com.tr
Nissan,Qashqai,1.3 DIG-T Skypack,SUV,Benzin,Otomatik,Aile/Orta,2250000,4.2,4.8,3.8,4.5,4.5,0,0,9500,14000,9500,6.5,158,270,9.5,0,4425,504,https://www.nissan.com.tr
